VannKraftverkID,Navn,VannKVType,VannKVTypeID,HovedEier,HovedEier_OrgNr,Fylke,FylkesNr,Kommune,KommuneNr,ForsteUtnyttelseAvFalletDato,DatoForEldsteKraftproduserendeDel,MaksYtelse,MidProd_91_20,BruttoFallhoyde_M,Slukeevne,EnEkv,ElspotomraadeNummer,RegineNr,ErIDrift,IDriftDato,Konsesjoner,Kraftverkstatus,NVEOmraadeID,NVEOmraadeNavn,Nedborsfeltnavn,SPPunkt,SPSone,UnderBygging,UteAvDrift,VassdragsOmraadeID,VassdragsOmraadeNavn
367,Sjona,Kraftverk,K,HELGELAND KRAFT VANNKRAFT AS,917424896,Nordland,18,Rana,33,1973,1973,52.0,244.486,267.7,22.6,0.639,4,157.1Z,True,1973-12-02T00:00:00,"[{'KdbID': 845, 'Tittel': 'Erverv. regulering og overføring av Holmvassdraget i Rana'}, {'KdbID': 2711, 'Tittel': 'Reg./overf. m.v. Isvatn, Lille Isvatn, Trolldalselva, Rundtuvvatn'}]",Idrift,,,Holmelva,01,658,False,,10,NVE - område: 10
368,Sjøfossen,Kraftverk,K,SKS PRODUKSJON AS,915637353,Nordland,18,Gildeskål,38,1950,2020,6.5,26.773,55.0,14.0,0.129,4,161.1Z,True,2020-08-21T00:00:00,"[{'KdbID': 7842, 'Tittel': 'Sjøfossen kraftverk'}]",Idrift,,,Sundfjordelva,01,681,False,,10,NVE - område: 10
1130,Sjølingstad Uldvarefabrikk,Kraftverk,K,AS SJØLINGSTAD ULDVAREFABRIK,915873537,Agder,42,Lindesnes,05,2000,2000,0.065,0.057,,,,2,022.4B,True,2000-01-01T00:00:00,"[{'KdbID': 3271, 'Tittel': 'Økt regulering av Stuvann'}]",Idrift,,,Skjøllungstadbekken,,999,False,,4,NVE - område: 4
1524,Sjølset,Kraftverk,K,SJØLSETKRAFT AS,992355166,Møre og Romsdal,15,Sunndal,63,2009,2009,0.55,0.871,280.0,0.24,0.637,3,109.4A0,True,2009-12-21T00:00:00,"[{'KdbID': 5134, 'Tittel': 'Sjølset kraftverk'}]",Idrift,,,Usma,,450,False,,8,NVE - område: 8
369,Sjønstå,Kraftverk,K,SKS PRODUKSJON AS,915637353,Nordland,18,Fauske – Fuossko,41,1983,1983,66.0,317.864,125.0,63.0,0.291,4,164.B42,True,1983-11-01T00:00:00,"[{'KdbID': 35, 'Tittel': 'Overføring av Tverrelva til Sjønstå kraftverk'}, {'KdbID': 404, 'Tittel': 'Erverv og regulering i Lomivassdraget i Fauske'}, {'KdbID': 675, 'Tittel': 'Erverv og utbygging av Sjønstå kraftverk i Sulitjelmavassdraget'}]",Idrift,,,SULITJELMAVASSDRAGET,01,698,False,,10,NVE - område: 10
94,Skagen,Kraftverk,K,HYDRO ENERGI AS,930187240,Vestland,46,Luster,44,1959,1959,270.0,1447.679,967.0,32.5,2.308,5,075.BA0,True,1959-01-01T00:00:00,"[{'KdbID': 85, 'Tittel': 'Erverv og reg. av Fortun-Grandfastavassdragene m.v.'}, {'KdbID': 8786, 'Tittel': 'Midlertidig fravik fra manøvreringsreglementet - Tapping av Øvre og Nedre Grønevatn under LRV\xa0-\xa0HYDRO ENERGI AS - 19.04.2022 til 01.05.2022- Referansenr: WFBFJJ'}, {'KdbID': 9056, 'Tittel': 'Midlertidig fravik fra manøvreringsreglementet - Skagen\xa0kraftverk\xa0-\xa0HYDRO ENERGI AS - Fravik fra minstevannføring;Annet;  - 26.12.2024 til 15.04.2025- Referansenr:IGUWCT'}]",Idrift,,,Fortunvassdraget,01,307,False,,7,NVE - område: 7
372,Skar,Kraftverk,K,NEAS ENERGI TELEKOM AS,960684737,Møre og Romsdal,15,Tingvoll,60,1920,1920,2.9,11.604,148.8,2.3,0.35,3,111.4B,True,1920-12-09T00:00:00,"[{'KdbID': 925, 'Tittel': 'Regulering av Skarvassdraget'}, {'KdbID': 2503, 'Tittel': 'Ombygging av Skar kraftverk i Skarselva'}]",Idrift,,,Viddalselva,01,453,False,,8,NVE - område: 8
1684,Skarelva,Kraftverk,K,SMÅKRAFT AS,984616155,Nordland,18,Narvik,06,2012,2012,5.0,10.058,437.0,1.35,1.029,4,173.6A,True,2012-09-14T00:00:00,"[{'KdbID': 4396, 'Tittel': 'Skarelva kraftverk'}]",Idrift,,,Storelva,01,722,False,,11,NVE - område: 11
1787,Skarg,Kraftverk,K,OTRA KRAFT DA,955007514,Agder,42,Bykle,22,2014,2014,24.0,64.239,81.0,33.0,0.202,2,021.GB111,True,2014-06-10T00:00:00,"[{'KdbID': 575, 'Tittel': 'Div. overf. til Brokke kr.v. og erverv av fall Skarg kraftverk'}]",Idrift,,,Otra,36,115,False,,3,NVE - område: 3
479,Skarje,Pumpe,P,OTTERAAENS BRUGSEIERFORENING,959951829,Agder,42,Bykle,22,1987,1987,-9.0,-22.329,0.0,9.39,-0.266,2,021.GB11C,True,1987-01-01T00:00:00,"[{'KdbID': 214, 'Tittel': 'Øvre Otra utbyggingen - Ytterligere regulering, overf. og erverv'}, {'KdbID': 745, 'Tittel': 'Øvre Otra utbyggingen - Fornyet till. til ekspr. av fallrettigheter'}]",Idrift,,,Otra,66,115,False,,3,NVE - område: 3
374,Skarsfjord,Kraftverk,K,TROMS KRAFT PRODUKSJON AS,979152116,Troms,55,Tromsø,01,1922,1922,4.0,18.831,152.1,3.0,0.37,4,200.5D,True,1922-01-01T00:00:00,"[{'KdbID': 743, 'Tittel': 'Overdragelse av reguleringstillatelser m.v. - Troms kraftforsyning'}, {'KdbID': 3626, 'Tittel': 'Tilleggsoverføring til Skarsfjord kraftverk, Troms'}]",Idrift,,,Nordkjoselva,01,805,False,,11,NVE - område: 11
1548,Skaråa,Kraftverk,K,SKARÅA KRAFT AS,922913501,Trøndelag,50,Orkland,59,2003,2003,0.07,0.453,167.0,,,3,121.B2B,True,2003-01-01T00:00:00,"[{'KdbID': 2643, 'Tittel': 'Frilsjøen mikrokraftverk'}]",Idrift,,,Orkla,,493,False,,9,NVE - område: 9
1074,Skauma,Kraftverk,K,KVIKNE-RENNEBU KRAFTLAG AS,955664361,Trøndelag,50,Rennebu,22,1999,1999,0.9,2.78,180.0,0.6,,3,121.C4,True,1999-01-01T00:00:00,"[{'KdbID': 2330, 'Tittel': 'Skauma minikraftverk'}]",Idrift,,,Orkla,,493,False,,8,NVE - område: 8
1998,Skeidsflåten,Kraftverk,K,SKEIDSFLÅTEN KRAFT AS,911605260,Vestland,46,Sogndal,40,2020,2020,4.8,20.726,82.2,7.25,0.184,5,078.2B,True,2020-05-20T00:00:00,"[{'KdbID': 6906, 'Tittel': 'Skeidsflåten kraftverk'}]",Idrift,,,Storelvi,03,317,False,,7,NVE - område: 7
1140,Skibeli,Kraftverk,K,,,Agder,42,Sirdal,28,2003,2003,0.03,0.13,,,,2,026.D1A20,True,2003-01-01T00:00:00,"[{'KdbID': 3375, 'Tittel': 'Skibeli mikrokraftverk'}]",Idrift,,,Sira,,132,False,,4,NVE - område: 4
375,Skibotn,Kraftverk,K,TROMS KRAFT PRODUKSJON AS,979152116,Troms,55,Storfjord,38,1979,1979,70.0,396.627,440.0,18.5,1.051,4,205.A7,True,1979-11-07T00:00:00,"[{'KdbID': 390, 'Tittel': 'Erverv og regulering av Skibottselva m.v.'}]",Idrift,,,Skibotnvassdraget,01,819,False,,11,NVE - område: 11
1394,Skinvik,Kraftverk,K,SMÅKRAFT USPP 1 AS,928613313,Møre og Romsdal,15,Volda,77,2008,2008,1.2,4.236,96.0,1.6,0.185,3,094.44A,True,2008-10-28T00:00:00,"[{'KdbID': 4534, 'Tittel': 'Skinvik kraftverk'}]",Idrift,,,Skinnvikelva,,999,False,,8,NVE - område: 8
1575,Skipelva,Kraftverk,K,SKIPELVA KRAFTVERK AS,993772194,Trøndelag,50,Osen,20,2011,2011,0.38,2.055,57.0,0.8,0.132,3,137.2AZ,True,2011-04-27T00:00:00,"[{'KdbID': 4852, 'Tittel': 'Skipelva kraftverk'}]",Idrift,,,Steinselva,,999,False,,9,NVE - område: 9
376,Skjefstadfoss I,Kraftverk,K,ØSTERDALEN KRAFTPRODUKSJON AS,980343235,Innlandet,34,Elverum,20,1910,1910,4.0,16.837,9.39,48.31,0.023,1,002.H43,True,1910-12-10T00:00:00,"[{'KdbID': 438, 'Tittel': 'Erverv av fall m.v. ved ombygging av Skjefstadfoss kraftverk'}]",Idrift,,,Glommavassdraget,41,004,False,,1,NVE - område: 1
377,Skjefstadfoss II,Kraftverk,K,ØSTERDALEN KRAFTPRODUKSJON AS,980343235,Innlandet,34,Elverum,20,1972,1972,19.8,113.0211,12.8,220.0,0.025,1,002.H43,True,1972-11-20T00:00:00,"[{'KdbID': 438, 'Tittel': 'Erverv av fall m.v. ved ombygging av Skjefstadfoss kraftverk'}, {'KdbID': 7829, 'Tittel': 'Skjefstadfoss 2 kraftstasjon - installasjon av nytt løpehjul'}]",Idrift,,,Glommavassdraget,42,004,False,,1,NVE - område: 1
762,Skjeggedal,Pumpe,P,STATKRAFT ENERGI AS,987059729,Vestland,46,Ullensvang,18,1986,1986,-2.6,-18.446,0.0,4.6,-0.157,2,049.A,True,1986-01-01T00:00:00,[],Idrift,,,Tysso,05,214,False,,3,NVE - område: 3
2119,Skjeggfoss,Kraftverk,K,SKJEGGFOSS KRAFTVERK AS,922414424,Telemark ,40,Drangedal,16,2024,2024,1.8,5.6,24.5,8.64,0.058,2,017.G2,True,2024-05-23T00:00:00,"[{'KdbID': 6235, 'Tittel': 'Skjeggfoss kraftverk'}, {'KdbID': 8350, 'Tittel': 'Planendring Skjeggfoss kraftverk'}]",Idrift,,,Kragerøvassdraget,,096,False,,3,NVE - område: 3
1610,Skjelfoss,Kraftverk,K,SKJELFOSS ENERGI AS,991938168,Østfold,31,Indre Østfold,18,2011,2011,0.25,0.705,6.6,5.0,0.014,1,003.C0,True,2011-04-04T00:00:00,"[{'KdbID': 6778, 'Tittel': 'Skjelfoss minikraftverk'}, {'KdbID': 7411, 'Tittel': 'Skjelfoss kraftverk'}]",Idrift,,,Mossevassdraget,,999,False,,1,NVE - område: 1
378,Skjenaldfossen,Kraftverk,K,CHR SALVESEN & CHR THAMS'S COMMUNICATIONS AKTIESELSKAB,915640850,Trøndelag,50,Orkland,59,1906,2017,5.8,22.125,63.6,10.2,0.1498,3,121.1A3,True,2017-11-15T00:00:00,"[{'KdbID': 1689, 'Tittel': 'Erverv av vannfall i Skjenaldelva på gården Songli i Orkedalen.'}]",Idrift,,,Skjenaldelva,01,492,False,,8,NVE - område: 8
1434,Skjerdal,Kraftverk,K,SKJERDAL KRAFT AS,990963681,Vestland,46,Gloppen,50,2008,2008,5.3,20.97,152.0,4.3,0.342,3,086.81B,True,2008-06-18T00:00:00,"[{'KdbID': 4436, 'Tittel': 'Skjerdal kraftverk'}]",Idrift,,,Storelva,01,365,False,,13,NVE - område: 13
761,Skjerka,Kraftverk,K,Å ENERGI VANNKRAFT AS,882973972,Agder,42,Åseral,24,1997,1997,206.6,764.516,357.22,62.0,0.925,2,022.E21,True,1997-02-01T00:00:00,"[{'KdbID': 858, 'Tittel': 'Overdr. av halvdel av statens retter og reg. av Skjerkavassdr. mv.'}, {'KdbID': 860, 'Tittel': 'Leie av del av statens vassrett. og videre regulering i Skjerkavdr.'}, {'KdbID': 861, 'Tittel': 'Regulering av Stegil-(Stikil-)vatn i Skjerkavassdraget'}, {'KdbID': 865, 'Tittel': 'Overføring av Faråna i Åseral til Skjerkavassdraget'}, {'KdbID': 4768, 'Tittel': 'økt effekt Skjerka kraftverk'}, {'KdbID': 5493, 'Tittel': 'Nye dammer og utv. reg Skjerka'}, {'KdbID': 5494, 'Tittel': 'Åseralprosjektene - Ny tunnel Langevatn-Nåvatn, Øygard og Kvernevatn kraftverk og ny dam Langevatn '}]",Idrift,,,Mandalselva,32,119,False,,4,NVE - område: 4
1976,Skjerva,Kraftverk,K,SKJERVA KRAFT AS,992621362,Trøndelag,50,Orkland,59,2021,2021,3.1,8.255,249.5,1.5,0.574,3,121.B12,True,2021-05-03T00:00:00,"[{'KdbID': 6165, 'Tittel': 'Skjerva kraftverk'}]",Idrift,,,Orkla,,493,False,,8,NVE - område: 8
380,Skjomen,Kraftverk,K,STATKRAFT ENERGI AS,987059729,Nordland,18,Narvik,06,1973,1973,300.0,1340.606,606.29,56.11,1.485,4,173.Z,True,1973-11-25T00:00:00,"[{'KdbID': 493, 'Tittel': 'Statsregulering av Skjomenvassdragene m.v.'}]",Idrift,,,Skjomavassdraget,01,738,False,,11,NVE - område: 11
1862,Skjærdalselva,Kraftverk,K,SKJÆRDALEN EIENDOM AS,915956858,Buskerud,33,Ringerike,05,2016,2016,0.16,0.583,18.0,1.44,0.031,1,012.D82,True,2016-04-26T00:00:00,"[{'KdbID': 6359, 'Tittel': 'Skjærdalselva kraftverk'}]",Idrift,,,Drammensvassdraget,,043,False,,1,NVE - område: 1
565,Skjærlivatn,Kraftverk,K,TRØNDERENERGI KRAFT AS,878631072,Trøndelag,50,Åfjord,58,1993,1993,2.6,7.92,121.0,2.4,0.301,3,137.1D3,True,1993-09-01T00:00:00,"[{'KdbID': 622, 'Tittel': 'Erverv og overt. av reg.konsesjoner. Bygging av Skjerlivatn kr.v.'}, {'KdbID': 1765, 'Tittel': 'Utb. av Skjærlivatn Krv. i Vikvassdraget, planendr., fristforl.'}, {'KdbID': 8675, 'Tittel': 'Midlertidig fravik fra manøvreringsreglementet - Skjærlivatn\xa0kraftverk\xa0-\xa0TRØNDERENERGI KRAFT AS - Tapping under LRV ;  - 01.08.2021 til 01.11.2021- Referansenr:BWCPYI'}, {'KdbID': 8726, 'Tittel': 'Midlertidig fravik fra manøvreringsreglementet - Skjærlivatn\xa0kraftverk\xa0-\xa0TRØNDERENERGI KRAFT AS - Tapping under LRV ;  - 01.04.2022 til 01.11.2022- Referansenr:FGAYHG'}, {'KdbID': 8916, 'Tittel': 'Midlertidig fravik fra manøvreringsreglementet - Skjærlivatn\xa0kraftverk\xa0-\xa0TRØNDERENERGI KRAFT AS - Tapping under LRV ;  - 01.11.2022 til 01.12.2022- Referansenr:YWIOIV'}]",Idrift,,,Vikelva,02,561,False,,9,NVE - område: 9
1280,Skjæveland,Kraftverk,K,,,Rogaland,11,Bjerkreim,14,2005,2005,0.1,0.594,,,,2,027.BA,True,2005-01-01T00:00:00,"[{'KdbID': 3921, 'Tittel': 'Skjæveland mikrokraftverk'}]",Idrift,,,Bjerkreimvassdraget,,137,False,,4,NVE - område: 4
381,Skjåk I,Kraftverk,K,HAFSLUND KRAFT AS,976894677,Innlandet,34,Skjåk,33,1965,1965,32.0,115.129,684.59,5.59,1.587,3,002.DHE0,True,1965-11-12T00:00:00,"[{'KdbID': 267, 'Tittel': 'Regulering av Aursjøen m.v. og overføring til Otta'}]",Idrift,,,Glommavassdraget,45,005,False,,8,NVE - område: 8
840,Skjåstad,Kraftverk,K,SKJÅSTAD KRAFTVERK AS,985964327,Møre og Romsdal,15,Volda,77,2004,2004,2.0,8.088,226.0,1.1,0.505,3,097.2C,True,2004-12-16T00:00:00,"[{'KdbID': 3645, 'Tittel': 'Skjåstad kraftverk'}]",Idrift,,,Vikelva,01,401,False,,8,NVE - område: 8
382,Skoddeberg,Kraftverk,K,NORDKRAFT MAGASIN AS,928657213,Troms,55,Tjeldsund,12,1953,1953,6.78,26.654,70.0,10.6,0.178,4,189.C4,True,1953-10-28T00:00:00,"[{'KdbID': 946, 'Tittel': 'Sør-Troms - Konsesjoner med sammenslutning - Erv. fall Tømmerelv'}, {'KdbID': 3797, 'Tittel': 'Revisjon av konsesjonsvilkår - Skoddebergvatn'}]",Idrift,,,Skoddebergvassdraget,02,773,False,,11,NVE - område: 11
1037,Skogbuåna,Kraftverk,K,SMÅKRAFT AS,984616155,Telemark ,40,Nissedal,30,2002,2002,0.86,1.987,,,,2,019.E5B,True,2002-01-01T00:00:00,"[{'KdbID': 2613, 'Tittel': 'Skogbuåna minikraftverk'}]",Idrift,,,Arendalsvassdraget,,105,False,,3,NVE - område: 3
1816,Skogelva,Kraftverk,K,SKOGELVA KRAFTVERK AS,913292251,Trøndelag,50,Steinkjer,06,2015,2015,0.42,1.846,69.0,0.71,0.164,3,128.C41C,True,2015-02-25T00:00:00,"[{'KdbID': 3861, 'Tittel': 'Skogelva minikraftverk'}]",Idrift,,,Snåsavassdraget,,517,False,,9,NVE - område: 9
383,Skogfoss,Kraftverk,K,PASVIK KRAFT AS,982795745,Finnmark,56,Sør-Varanger,05,1964,1964,48.0,283.009,19.7,258.32,0.05,4,246.D1,True,1964-09-15T00:00:00,"[{'KdbID': 4, 'Tittel': 'Skogfoss kraftverk'}, {'KdbID': 887, 'Tittel': 'Bortleie av Skogfoss i Pasvikelva til A/S Sydvaranger'}, {'KdbID': 3469, 'Tittel': 'Bruksrettskonsesjon for Skogfoss og Melkefoss'}]",Idrift,,,Pasvikelva,02,945,False,,12,NVE - område: 12
384,Skogheim,Kraftverk,K,SFE PRODUKSJON AS,984882106,Vestland,46,Gloppen,50,1987,1987,7.7,36.717,341.0,2.59,0.823,3,085.G2A,True,1987-12-01T00:00:00,"[{'KdbID': 695, 'Tittel': 'Reg., erverv mv. for bygging av to småkraftv. Sagefossen / Skogheim'}, {'KdbID': 1035, 'Tittel': 'Sagefossen og Skogheim kraftverk i Osenvassdr. - Planendring'}]",Idrift,,,Oselvvassdraget,17,349,False,,13,NVE - område: 13
1020,Skogkraft,Kraftverk,K,,,Rogaland,11,Vindafjord,60,2003,2003,0.11,0.474,10.0,,,2,039.23,True,2003-12-31T00:00:00,"[{'KdbID': 3587, 'Tittel': 'Skogskraft minikraftverk'}]",Idrift,,,KYSTFELT,,999,False,,5,NVE - område: 5
385,Skollenborg,Kraftverk,K,Å ENERGI VANNKRAFT AS,882973972,Buskerud,33,Kongsberg,03,1983,1983,97.0,379.688,60.09,180.0,0.149,1,015.D12,True,1983-01-01T00:00:00,"[{'KdbID': 771, 'Tittel': 'Skollenborg kraftverk'}]",Idrift,,,Numedalslågen,08,073,False,,1,NVE - område: 1
858,Skoltefoss,Kraftverk,K,ØYSTRE SLIDRE KOMMUNE,961382068,Innlandet,34,Øystre Slidre,53,1988,1988,0.96,2.343,26.4,3.4,,1,012.LC42,True,1988-01-01T00:00:00,[],Idrift,,,Drammensvassdraget,,043,False,,1,NVE - område: 1
1341,Skolten,Kraftverk,K,SKOLTEN KRAFT AS,929156072,Vestland,46,Kinn,02,2002,2002,1.3,2.871,75.0,2.2,0.164,3,085.A5A,True,2002-01-01T00:00:00,"[{'KdbID': 3063, 'Tittel': 'Skolten småkraftverk'}]",Idrift,,,Oselvvassdraget,20,349,False,,13,NVE - område: 13
760,Skonningsfoss,Kraftverk,K,HALDEN KRAFTPRODUKSJON AS,887287562,Østfold,31,Halden,01,1997,1997,2.4,9.158,7.69,37.0,0.017,1,001.A,True,1997-12-12T00:00:00,"[{'KdbID': 2263, 'Tittel': 'Rehab av Skonningsfoss kr.verk'}]",Idrift,,,Haldenvassdraget,02,003,False,,1,NVE - område: 1
1953,Skorga,Kraftverk,K,SKORGA KRAFTVERK AS,999577431,Møre og Romsdal,15,Molde,06,2019,2019,2.9,9.971,319.0,1.1,0.732,3,104.13,True,2019-01-24T00:00:00,"[{'KdbID': 5825, 'Tittel': 'Skorga kraftverk'}]",Idrift,,,KYSTFELT,,999,False,,8,NVE - område: 8
386,Skorge,Kraftverk,K,SFE PRODUKSJON AS,984882106,Vestland,46,Stad,49,1936,1936,1.8,6.17,340.0,0.69,0.713,3,092.3Z,True,1936-01-01T00:00:00,"[{'KdbID': 926, 'Tittel': 'Erverv og regulering av Skorgevassdraget'}]",Idrift,,,Skorgelva,01,377,False,,13,NVE - område: 13
2028,Skorgeelva,Kraftverk,K,SMÅKRAFT GREEN BOND 2 AS,825750932,Møre og Romsdal,15,Rauma,39,2021,2021,6.81,21.346,199.5,4.2,0.45,3,103.5Z,True,2021-09-27T00:00:00,"[{'KdbID': 6965, 'Tittel': 'Skorgeelva kraftverk'}]",Idrift,,,Skorgeelva,,999,False,,8,NVE - område: 8
1116,Skorovasselva,Kraftverk,K,SKOROVASKRAFT AS,952629808,Trøndelag,50,Namsskogan,44,1997,1997,0.08,0.319,,,,4,139.D5AZ,True,1997-01-01T00:00:00,"[{'KdbID': 2333, 'Tittel': 'Minikraftverk i Skorovasselva'}]",Idrift,,,Namsen,,579,False,,10,NVE - område: 10
387,Skotfoss,Kraftverk,K,SKIEN KRAFTPRODUKSJON AS,985316406,Telemark ,40,Skien,03,1953,1953,24.0,161.774,10.0,280.0,0.023,2,016.B2,True,1953-11-01T00:00:00,"[{'KdbID': 7622, 'Tittel': 'Skotfoss kraftverk - innkalling til konsesjonsbehandling'}]",Idrift,,,Skiensvassdraget,08,078,False,,3,NVE - område: 3
772,Skotselv,Kraftverk,K,EIKER KRAFTPRODUKSJON AS,979497563,Buskerud,33,Øvre Eiker,14,1992,1992,1.0,1.845,20.0,6.0,0.046,1,012.B4A,True,1992-01-01T00:00:00,"[{'KdbID': 1122, 'Tittel': 'Gjenoppbygging av kraftverk i Bingselva'}]",Idrift,,,Drammensvassdraget,98,043,False,,1,NVE - område: 1
1722,Skravlåga,Kraftverk,K,SMÅKRAFT AS,984616155,Nordland,18,Vefsn,24,2014,2014,5.0,13.282,259.0,2.4,0.579,4,155.21Z,True,2014-08-13T00:00:00,"[{'KdbID': 5094, 'Tittel': 'Skravlåga kraftverk'}]",Idrift,,,Skravlåga,,999,False,,10,NVE - område: 10
750,Skree,Kraftverk,K,SKAFSÅ KRAFTVERK ANS,840044262,Telemark ,40,Fyresdal,32,1995,1995,6.9,39.458,55.1,14.5,0.132,2,019.H42,True,1995-12-14T00:00:00,"[{'KdbID': 584, 'Tittel': 'Erverv, utbygging m.v. i Skafsåvassdraget, endring vilkår, Telemark'}, {'KdbID': 778, 'Tittel': 'Erverv av fall Hyllebuhylen og Espekleiv m.v. i Åmdalselv'}, {'KdbID': 1970, 'Tittel': 'Erv. utb. Skafsåvassdraget, planendring'}, {'KdbID': 2012, 'Tittel': 'Planendr. utb. Skafsåvassdraget'}]",Idrift,,,Arendalsvassdraget,17,105,False,,3,NVE - område: 3
1791,Skripelandsfossen,Kraftverk,K,CADRE ELVEKRAFT AS,929375769,Agder,42,Froland,14,2014,2014,2.6,9.906,11.78,26.0,0.028,2,020.BB1,True,2014-09-13T00:00:00,"[{'KdbID': 4737, 'Tittel': 'Skripelandsfossen kraftverk'}]",Idrift,,,Tovdalsvassdraget,12,111,False,,4,NVE - område: 4
1424,Skromma,Kraftverk,K,SKS PRODUKSJON AS,915637353,Nordland,18,Gildeskål,38,2008,2008,2.3,9.042,285.0,1.0,0.683,4,160.51B,True,2008-12-09T00:00:00,"[{'KdbID': 5268, 'Tittel': 'Skromma kraftverk'}]",Idrift,,,Skromma,,677,False,,10,NVE - område: 10
1080,Skråstadbekken,Kraftverk,K,,,Trøndelag,50,Indre Fosen,54,1999,1999,0.006,0.02,,,,3,131.9D,True,1999-01-01T00:00:00,"[{'KdbID': 2379, 'Tittel': 'Mikrokraftverk i Skråstadbekken'}]",Idrift,,,Prestelva,,999,False,,9,NVE - område: 9
388,Skulafossen,Kraftverk,K,KVAM KRAFTVERK AS,979599684,Vestland,46,Kvam,22,1950,2020,4.94,25.115,177.22,3.4,0.404,5,053.2Z,True,2020-12-01T00:00:00,"[{'KdbID': 7, 'Tittel': 'Reguleringer og overføringer i Tordalsvassdraget i Hordaland'}, {'KdbID': 8459, 'Tittel': 'Skulafossen kraftverk'}]",Idrift,,,Strandadalselvi,01,238,False,,6,NVE - område: 6
1396,Skulbørstadfoss,Kraftverk,K,CHR SALVESEN & CHR THAMS'S COMMUNICATIONS AKTIESELSKAB,915640850,Trøndelag,50,Stjørdal,35,1910,1910,0.45,1.211,22.5,2.6,,3,124.2A,True,1910-10-01T00:00:00,"[{'KdbID': 425, 'Tittel': 'Regulering av Gråelva i Stjørdal (overtakelse av kons)'}]",Idrift,,,Gråelva fra liavatnet,,999,False,,9,NVE - område: 9
1597,Skyggeelva,Kraftverk,K,SMÅKRAFT USPP 1 AS,928613313,Vestland,46,Sunnfjord,47,2010,2010,4.76,12.324,354.0,1.6,0.826,3,083.12C,True,2010-05-04T00:00:00,"[{'KdbID': 4527, 'Tittel': 'Skyggeelva kraftverk'}]",Idrift,,,Skytjelva,01,333,False,,13,NVE - område: 13
1386,Skålheim,Kraftverk,K,SKÅLHEIM KRAFTVERK AS,990727074,Vestland,46,Kvam,22,2008,2008,1.44,3.538,154.0,1.1,0.363,5,052.62,True,2008-02-07T00:00:00,"[{'KdbID': 2964, 'Tittel': 'Skålheim minikraftverk i Åsheimselva'}]",Idrift,,,KYSTFELT,,999,False,,6,NVE - område: 6
1761,Skår,Kraftverk,K,TUSSA ENERGI AS,876795442,Møre og Romsdal,15,Vanylven,11,2015,2015,1.4,4.319,319.0,0.5,0.778,3,093.32,True,2015-01-26T00:00:00,"[{'KdbID': 4653, 'Tittel': 'Skår småkraftverk'}]",Idrift,,,KYSTFELT,,999,False,,13,NVE - område: 13
888,Slagstad,Kraftverk,K,NÆRHEIM KJELL OVE,969817179,Rogaland,11,Suldal,34,2002,2002,0.075,0.399,200.0,,,2,036.B1AA,True,2002-01-01T00:00:00,"[{'KdbID': 3341, 'Tittel': 'Slagstad mikrokraftverk'}]",Idrift,,,Suldalsvassdraget,,166,False,,3,NVE - område: 3
1968,Slemmå,Kraftverk,K,CADRE ELVEKRAFT AS,929375769,Møre og Romsdal,15,Rauma,39,2019,2019,1.8,5.965,312.2,0.67,0.274,3,104.12B,True,2019-09-04T00:00:00,"[{'KdbID': 5067, 'Tittel': 'Slemmå småkraftverk'}]",Idrift,,,Slemmeelva,,999,False,,8,NVE - område: 8
855,Slettevann,Kraftverk,K,LØVENSKIOLD FOSSUM KRAFT,982699614,Telemark ,40,Skien,03,1975,1975,0.7,2.965,10.5,9.0,0.022,2,016.AC21,True,1975-01-01T00:00:00,[],Idrift,,,Skiensvassdraget,,078,False,,3,NVE - område: 3
2167,Slettevoll,Kraftverk,K,ÅNEN GALDAL,933521516,Agder,42,Kvinesdal,27,2023,2023,0.015,0.035,82.0,0.021,0.198,2,025.AA5,True,2023-03-15T00:00:00,"[{'KdbID': 8941, 'Tittel': 'Slettevoll kraftverk'}]",Idrift,,,Kvina,,127,False,,4,NVE - område: 4
1820,Sleveåne,Kraftverk,K,SLEVEÅNE KRAFT AS,914442451,Vestland,46,Ullensvang,18,2017,2017,5.5,17.028,742.0,0.9,1.698,2,048.5,True,2017-11-22T00:00:00,"[{'KdbID': 6283, 'Tittel': 'Sleveåne kraftverk'}]",Idrift,,,KYSTFELT,,999,False,,3,NVE - område: 3
389,Slind,Kraftverk,K,SELBU ENERGIVERK AS,980498646,Trøndelag,50,Selbu,32,1985,1985,20.0,82.667,178.0,13.01,0.426,3,123.B7AA,True,1985-03-15T00:00:00,"[{'KdbID': 144, 'Tittel': 'Regulering av Slindvatnene i Selbu'}, {'KdbID': 410, 'Tittel': 'Erverv, ekspr. for utbygging av Slind kraftverk i Slindelva i Selbu'}]",Idrift,,,Nidelvvassdraget,11,499,False,,9,NVE - område: 9
390,Slunkajavrre,Kraftverk,K,NORD-SALTEN KRAFT AS,995114666,Nordland,18,Hamarøy,75,1983,1983,21.0,78.571,246.5,10.01,0.583,4,170.BB,True,1983-03-09T00:00:00,"[{'KdbID': 749, 'Tittel': 'Erverv av fall i Sagelv- og Muskenvassdragene, Slunkajavrre krv'}, {'KdbID': 921, 'Tittel': 'Ytt. reg. m.v. i Sagelvvassdraget'}]",Idrift,,,Sagelvvassdraget,04,725,False,,10,NVE - område: 10
